City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,urcos,-13.6861,-71.6228,21.94,28,4,2.76,PE,1691691191
302,hadibu,12.65,54.0333,25.7,79,24,6.68,YE,1691690917
303,bonthe,7.5264,-12.505,25.31,83,100,5.61,SL,1691691191
304,barra dos coqueiros,-10.9089,-37.0386,27.01,69,75,5.66,BR,1691691191
305,nyurba,63.2842,118.3319,15.83,77,44,2.78,RU,1691691191
306,santa vitoria do palmar,-33.5189,-53.3681,18.19,79,100,4.05,BR,1691690994
307,mishan,45.55,131.8833,19.65,99,100,2.25,CN,1691691191
308,weno,7.4515,151.8468,26.95,77,93,2.56,FM,1691691191
309,kattivakkam,13.2167,80.3167,28.05,86,100,4.19,IN,1691691192
310,lerwick,60.1545,-1.1494,15.0,80,18,2.65,GB,1691691192
311,huazhou,21.6333,110.5833,26.62,89,99,1.62,CN,1691691192
312,hawaiian paradise park,19.5933,-154.9731,22.8,98,100,2.57,US,1691691192
313,vila franca do campo,37.7167,-25.4333,24.23,83,96,1.11,PT,1691691192
314,bokkos,9.3,9.0,17.56,96,100,2.72,NG,1691691192
315,khanty-mansiysk,61.0042,69.0019,14.06,62,0,2.0,RU,1691691192
316,horta,38.5333,-28.6333,25.8,73,20,4.12,PT,1691691192
317,wamba,8.9333,8.6,22.26,95,100,1.62,NG,1691690962
318,iwanai,42.9744,140.5089,21.81,96,76,2.78,JP,1691691193
319,san severo,41.6897,15.376,26.78,48,3,3.12,IT,1691691193
320,pen,18.75,73.0833,28.02,87,14,1.74,IN,1691691193
321,vorgashor,67.5833,63.95,8.46,90,29,3.53,RU,1691691193
322,prainha,-1.8,-53.48,35.58,35,45,3.2,BR,1691691193
323,basoko,1.2391,23.616,23.65,91,94,1.24,CD,1691691193
324,newnham,-41.3833,147.1333,7.95,100,56,2.57,AU,1691691193
325,cidreira,-30.1811,-50.2056,19.35,85,52,4.35,BR,1691691193
326,al kharijah,25.4514,30.5464,34.27,18,0,5.25,EG,1691691193
327,alaghsas,17.0187,8.0168,28.94,74,0,2.06,NE,1691691193
328,the dalles,45.5946,-121.1787,26.9,49,0,9.26,US,1691691193
329,aasiaat,68.7098,-52.8699,3.23,90,100,3.99,GL,1691691194
330,yarmouth,41.7057,-70.2286,28.31,64,0,4.63,US,1691690946
331,la ronge,55.1001,-105.2842,13.14,88,100,6.69,CA,1691691194
332,hami,42.8,93.45,30.38,18,0,5.65,CN,1691691194
333,rabo de peixe,37.8,-25.5833,23.73,78,75,3.09,PT,1691691194
334,codrington,-38.2667,141.9667,9.61,84,100,3.94,AU,1691691194
335,tailai,46.3833,123.4,17.69,94,13,3.17,CN,1691691194
336,santana,-0.0583,-51.1817,33.1,58,40,6.69,BR,1691691184
337,kuusamo,65.9667,29.1833,15.81,79,53,1.89,FI,1691691194
338,panacan,9.2463,118.4082,26.56,84,91,1.52,PH,1691691194
339,ad dilam,23.9915,47.1627,39.23,8,2,3.77,SA,1691691194
340,isheyevka,54.4167,48.2667,21.73,38,0,0.42,RU,1691691195
341,ubari,26.5921,12.7805,31.97,19,0,4.58,LY,1691691195
342,ha'il,27.5219,41.6907,36.01,12,0,2.06,SA,1691691195
343,san pedro pochutla,15.7333,-96.4667,34.28,59,100,2.82,MX,1691691195
344,guelendeng,10.9176,15.5501,25.01,84,85,1.14,TD,1691691195
345,biarritz,43.4801,-1.5556,24.7,73,0,3.09,FR,1691691195
346,toguchin,55.2353,84.3858,16.37,70,97,3.33,RU,1691691195
347,gornopravdinsk,60.05,69.9,13.6,72,86,4.29,RU,1691691195
348,colonia,50.9333,6.95,24.9,47,0,1.03,DE,1691691129
349,kyaikkami,16.08,97.5675,26.57,86,94,4.38,MM,1691691195
350,olyokminsk,60.3736,120.4264,18.41,87,100,1.69,RU,1691691195
351,ancud,-41.8697,-73.8203,8.49,81,92,8.09,CL,1691690970
352,topeka,39.0483,-95.678,32.72,59,75,3.09,US,1691691003
353,alice springs,-23.7,133.8833,6.75,61,0,0.0,AU,1691691196
354,tofol,5.3248,163.0078,28.47,73,31,2.61,FM,1691691196
355,nar'yan-mar,67.6713,53.087,12.33,78,1,3.65,RU,1691690966
356,simanggang,1.2472,111.4528,22.76,99,100,0.33,MY,1691691196
357,quepos,9.4236,-84.1652,29.76,73,92,2.07,CR,1691691196
358,mukalla,14.5425,49.1242,32.09,53,100,2.22,YE,1691691196
359,mil'kovo,55.6078,37.7956,21.27,60,69,2.16,RU,1691691196
360,mhamid,29.82,-5.72,43.55,7,34,9.39,MA,1691691196
361,kasongo-lunda,-6.4667,16.8167,28.72,31,34,1.33,CD,1691691196
362,vilyuchinsk,52.9306,158.4028,7.92,87,43,1.77,RU,1691691139
363,arraial do cabo,-22.9661,-42.0278,23.92,78,0,7.72,BR,1691691016
364,eyl,7.9803,49.8164,25.01,80,33,10.96,SO,1691691197
365,labuan,5.2767,115.2417,25.61,88,97,2.99,MY,1691691197
366,tolanaro,-25.0319,46.9987,18.11,78,89,4.21,MG,1691691197
367,pemalang,-6.9,109.3667,22.8,75,79,2.98,ID,1691691197
368,ingeniero guillermo n. juarez,-23.9,-61.85,34.26,28,0,6.59,AR,1691691197
369,fortuna,40.5982,-124.1573,18.14,97,100,2.57,US,1691691197
370,verkhovazh'ye,60.7472,42.0465,19.86,75,9,1.56,RU,1691691197
371,port lincoln,-34.7333,135.8667,9.82,77,31,2.74,AU,1691691197
372,naifaru,5.4444,73.3657,28.27,77,99,7.52,MV,1691691197
373,rehoboth,-23.3167,17.0833,18.44,30,86,3.88,NA,1691691117
374,olonkinbyen,70.9221,-8.7187,7.09,96,45,5.57,SJ,1691690915
375,pekan,3.4836,103.3996,25.27,89,68,1.83,MY,1691691197
376,pitangui,-19.6828,-44.8903,29.92,29,0,2.12,BR,1691691015
377,sumenep,-7.0167,113.8667,25.06,75,29,5.19,ID,1691691198
378,ulladulla,-35.35,150.4667,7.31,73,2,1.93,AU,1691691198
379,sao joao da barra,-21.6403,-41.0511,26.05,76,21,7.48,BR,1691691198
380,alvaraes,-3.2208,-64.8042,26.93,40,25,1.98,BR,1691691198
381,kodiak,57.79,-152.4072,11.73,87,100,3.09,US,1691691198
382,guerrero negro,27.9769,-114.0611,25.67,64,13,6.89,MX,1691690940
383,solnechnyy,50.7214,136.6319,14.17,92,100,1.54,RU,1691691198
384,gamba,-2.65,10.0,22.42,90,46,3.53,GA,1691691198
385,prado,-17.3411,-39.2208,24.88,63,97,3.61,BR,1691691036
386,itoman,26.1247,127.6694,28.01,89,100,2.06,JP,1691691198
387,juchipila,21.4167,-103.1167,29.36,45,59,2.08,MX,1691691198
388,copsa mica,46.1167,24.25,18.21,56,98,1.72,RO,1691691198
389,corn island,12.1694,-83.0418,28.15,80,100,3.04,NI,1691691199
390,anaconda,46.1285,-112.9423,21.55,32,40,5.64,US,1691691199
391,buritis,-15.6178,-46.4233,32.36,23,9,2.22,BR,1691691199
392,songea,-10.6833,35.65,14.0,61,29,0.5,TZ,1691691199
393,lypova dolyna,50.5643,33.7979,19.23,67,100,4.69,UA,1691691199
394,dano,11.15,-3.0667,22.53,96,100,3.48,BF,1691691199
395,bemidji,47.4736,-94.8803,23.36,55,0,3.6,US,1691691199
396,amahai,-3.3333,128.9167,23.7,87,86,1.74,ID,1691690958
397,lewiston orchards,46.3804,-116.9754,25.95,40,0,1.54,US,1691691199
398,tsiroanomandidy,-18.7667,46.0333,19.95,48,14,1.66,MG,1691691199
399,yuzhno-kurilsk,44.0306,145.8556,19.58,98,100,6.23,RU,1691691199
400,nasir,15.5894,32.5634,32.6,47,58,6.96,SD,1691691199
401,robore,-18.3333,-59.75,38.2,19,0,7.16,BO,1691691200
402,galesong,-5.3166,119.3661,24.01,79,31,3.93,ID,1691691200
403,belfast,54.5833,-5.9333,19.33,83,40,7.2,GB,1691691200
404,nobeoka,32.5833,131.6667,25.5,94,94,1.5,JP,1691691200
405,chinde,26.8418,88.0763,19.64,93,99,0.97,NP,1691691200
406,plastun,44.7561,136.2939,16.6,97,100,1.77,RU,1691691200
407,east london,-33.0153,27.9116,18.52,88,0,5.14,ZA,1691691200
408,cannonvale,-20.2833,148.7,18.66,80,5,4.55,AU,1691691200
409,whistler,50.1164,-122.9695,15.66,91,99,2.02,CA,1691691200
410,san jorge,-31.8962,-61.8598,26.1,42,61,5.11,AR,1691691200
411,marsh harbour,26.5412,-77.0636,30.63,67,22,2.49,BS,1691691200
412,les anglais,18.3054,-74.2197,30.27,75,16,4.74,HT,1691691201
413,san juan de los morros,9.9115,-67.3538,26.89,79,61,2.82,VE,1691691201
414,santiago de cao,-7.9589,-79.2392,22.07,83,75,4.63,PE,1691691201
415,aral,40.5156,81.2636,30.44,26,0,9.11,CN,1691691201
416,uturoa,-16.7333,-151.4333,25.0,65,91,7.77,PF,1691691201
417,richboro,40.2151,-75.0107,24.63,91,100,2.06,US,1691691195
418,new norfolk,-42.7826,147.0587,9.28,94,100,1.2,AU,1691691201
419,redding,40.5865,-122.3917,31.38,35,0,0.89,US,1691691201
420,rawai,7.7797,98.3253,29.99,74,40,4.22,TH,1691691201
421,yaren,-0.5472,166.916,27.76,73,50,1.09,NR,1691691201
422,la'ie,21.6477,-157.9253,27.47,70,25,7.71,US,1691691201
423,castillos,-34.1667,-53.8333,18.35,77,96,4.36,UY,1691691202
424,ostersund,63.1792,14.6357,12.25,94,100,4.12,SE,1691691202
425,bougouni,11.417,-7.479,27.02,75,96,2.45,ML,1691690924
426,ryotsu-minato,38.0833,138.4333,26.34,77,0,3.34,JP,1691691202
427,kemer,36.5978,30.5606,28.81,82,9,1.51,TR,1691691202
428,palu,-0.8917,119.8707,24.17,96,100,0.91,ID,1691691202
429,walvis bay,-22.9575,14.5053,13.94,89,84,1.81,NA,1691691202
430,shuangjiang,26.1547,109.7138,22.8,96,1,0.63,CN,1691691202
431,presidente olegario,-18.4178,-46.4181,28.82,27,0,3.14,BR,1691691038
432,lompoc,34.6391,-120.4579,25.01,77,100,3.13,US,1691691202
433,muisne,0.6,-80.0333,27.03,78,72,4.53,EC,1691690984
434,antsiranana,-12.2787,49.2917,22.67,78,7,5.87,MG,1691691202
435,bikenibeu village,1.3673,173.1241,26.98,89,20,0.51,KI,1691691203
436,city of balikpapan,-1.242,116.8942,27.97,83,40,2.57,ID,1691691203
437,sandnessjoen,66.0217,12.6316,17.29,67,40,3.09,NO,1691691203
438,santa lucia,27.9117,-15.5407,25.98,73,20,15.43,ES,1691691203
439,holualoa,19.6228,-155.9522,25.99,66,0,1.54,US,1691690984
440,al bawiti,28.3492,28.8659,31.23,27,0,3.7,EG,1691691203
441,caleta olivia,-46.4393,-67.5281,14.05,48,12,9.13,AR,1691691203
442,namibe,-15.1961,12.1522,16.95,86,16,4.24,AO,1691691203
443,isoka,-10.1606,32.6335,17.2,48,38,1.69,ZM,1691691203
444,tromso,69.6496,18.957,14.01,88,75,2.57,NO,1691691203
445,terrace,54.5163,-128.6035,17.95,77,75,5.66,CA,1691691203
446,sulak,43.2734,47.5146,27.05,75,0,8.38,RU,1691691203
447,kirzhach,56.15,38.8667,17.63,78,35,1.94,RU,1691691204
448,pointe aux piments,-20.0628,57.5131,21.31,76,3,4.17,MU,1691691204
449,tubarjal,30.4999,38.216,34.49,21,0,6.43,SA,1691691204
450,caluula,11.9661,50.7569,30.49,63,93,3.65,SO,1691691204
451,yeed,4.55,43.0333,27.51,49,79,8.3,SO,1691690937
452,suva,-18.1416,178.4415,18.71,100,100,0.0,FJ,1691691204
453,maloh,9.056,122.9851,26.06,81,99,4.4,PH,1691691204
454,ercis,39.0287,43.3586,26.02,31,36,3.14,TR,1691691204
455,haimen,23.1935,116.6142,24.94,85,100,2.92,CN,1691691204
456,athni,16.7333,75.0667,23.31,81,38,5.97,IN,1691691204
457,el porvenir,13.7617,-87.3458,32.63,35,10,2.0,HN,1691691205
458,antalaha,-14.9003,50.2788,20.13,92,28,3.06,MG,1691691205
459,urzhum,57.1141,49.9996,20.34,69,5,1.82,RU,1691691041
460,rypin,53.066,19.4094,18.41,65,99,1.95,PL,1691691205
461,leava,-14.3,-178.1667,27.51,79,98,5.57,WF,1691691205
462,mugia,43.1041,-9.2179,24.39,86,70,4.78,ES,1691691205
463,klaksvik,62.2266,-6.589,12.51,85,78,6.29,FO,1691691205
464,klyavlino,54.2649,52.0267,21.06,49,5,2.47,RU,1691691205
465,retreat,38.8245,-85.8533,26.57,49,46,4.15,US,1691691205
466,metlili chaamba,32.2667,3.6333,36.52,12,0,7.2,DZ,1691691205
467,illizi,26.4833,8.4667,36.89,10,0,6.9,DZ,1691691205
468,daru,-9.0763,143.2092,24.14,74,81,7.59,PG,1691691206
469,brak,27.5496,14.2714,31.57,21,0,3.11,LY,1691691206
470,tchintabaraden,15.8969,5.7985,33.0,41,100,2.99,NE,1691691206
471,leek,53.1625,6.3764,20.55,81,100,1.54,NL,1691691206
472,sarangani,5.4033,125.4636,27.08,82,100,5.94,PH,1691691206
473,agua branca,-5.8922,-42.6361,36.34,20,67,2.73,BR,1691691206
474,goulburn,-34.75,149.7167,2.66,96,0,2.24,AU,1691691206
475,saposoa,-6.934,-76.7716,32.45,36,9,2.01,PE,1691691206
476,kyshtovka,56.555,76.6271,11.72,82,81,3.42,RU,1691691206
477,skovorodino,53.9833,123.9167,15.53,88,80,1.56,RU,1691691206
478,saint-joseph,-21.3667,55.6167,20.21,80,27,1.02,RE,1691690999
479,faya-largeau,17.9257,19.1043,36.02,37,7,3.27,TD,1691691206
480,port-vila,-17.7338,168.3219,19.78,52,40,4.12,VU,1691691206
481,nogliki,51.8333,143.1667,12.12,95,100,4.56,RU,1691691207
482,teodoro sampaio,-22.5325,-52.1675,34.15,20,1,4.16,BR,1691691207
483,laghouat,33.8,2.8651,36.26,12,0,6.09,DZ,1691690929
484,pocatello,42.8713,-112.4455,27.78,37,0,10.29,US,1691691019
485,salaga,8.5508,-0.5188,23.56,90,92,2.05,GH,1691691184
486,karratha,-20.7377,116.8463,20.99,56,0,2.8,AU,1691691207
487,zyryanskoye,56.8306,86.6258,12.11,88,58,0.06,RU,1691691207
488,krasnogorskoye,52.2953,86.1979,19.41,60,97,0.79,RU,1691691207
489,ketchikan,55.3422,-131.6461,15.99,94,100,5.14,US,1691691118
490,inongo,-1.95,18.2667,24.27,69,69,2.55,CD,1691691207
491,atafu village,-8.5421,-172.5159,28.23,69,100,6.04,TK,1691690941
492,tobelo,1.7284,128.0095,25.56,83,68,3.72,ID,1691691207
493,padang,-0.9492,100.3543,25.03,89,76,1.93,ID,1691691208
494,port-gentil,-0.7193,8.7815,24.98,83,20,3.6,GA,1691691208
495,yanykurgan,43.915,67.2481,26.73,40,25,4.66,KZ,1691691208
496,pimentel,-6.8367,-79.9342,25.16,69,75,7.72,PE,1691691208
497,rancho palos verdes,33.7445,-118.387,24.99,81,75,2.24,US,1691691074
498,glace bay,46.1969,-59.957,21.65,80,100,5.81,CA,1691691208
499,matadi,-5.8167,13.45,28.47,56,43,5.15,CD,1691691208
500,arno,60.1167,18.6333,13.77,90,100,5.09,SE,1691691208
501,xapuri,-10.6517,-68.5044,38.87,26,8,1.73,BR,1691691208
502,cacequi,-29.8836,-54.825,24.12,67,91,3.29,BR,1691691208
503,alo,7.4178,6.7371,24.41,93,96,1.42,NG,1691691208
504,chernyshevskiy,63.0128,112.4714,15.92,79,100,1.9,RU,1691691208
505,ambon,-3.6954,128.1814,26.6,95,87,5.21,ID,1691691209
506,ha giang,22.8333,104.9833,25.48,98,37,1.23,VN,1691691209
507,tralee,52.2704,-9.7026,18.09,90,99,4.27,IE,1691691113
508,medowie,-32.7333,151.8667,12.61,73,0,2.3,AU,1691691209
509,luang namtha,20.9497,101.4011,22.56,99,100,0.8,LA,1691691209
510,hilo,19.7297,-155.09,26.27,100,100,2.57,US,1691691209
511,saipan,15.1355,145.701,27.39,100,20,3.13,MP,1691691209
512,bambanglipuro,-7.95,110.2833,20.77,93,48,1.1,ID,1691691209
513,bodo,67.28,14.405,21.02,60,0,4.12,NO,1691691209
514,caribou,46.8606,-68.012,24.24,60,20,4.12,US,1691691209
515,salinopolis,-0.6136,-47.3561,28.55,67,41,5.77,BR,1691691209
516,williamson,30.6502,-97.6003,39.25,46,0,7.2,US,1691691209
517,san luis de la loma,17.2706,-100.8939,30.92,66,100,2.54,MX,1691691210
518,valparaiso,-33.0393,-71.6273,16.8,78,75,6.17,CL,1691691100
519,mogadishu,2.0371,45.3438,24.61,86,67,7.87,SO,1691691210
520,kutum,14.2,24.6667,28.57,42,17,2.76,SD,1691691210
521,ghadamis,30.1337,9.5007,34.04,14,0,6.65,LY,1691691210
522,katsuren-haebaru,26.3369,127.8719,28.01,88,40,1.03,JP,1691691210
523,tual,-5.6667,132.75,25.44,80,54,9.11,ID,1691691210
524,barra do corda,-5.5,-45.25,37.09,22,66,2.89,BR,1691691210
525,zhezqazghan,47.7833,67.7667,22.26,57,85,3.96,KZ,1691691211
526,adrar,20.5022,-10.0711,42.34,12,21,8.47,MR,1691691032
527,hepo,23.4308,115.8299,26.46,87,100,0.9,CN,1691691211
528,pingliang,35.5392,106.6861,21.61,90,55,0.6,CN,1691691212
529,majdanpek,44.4277,21.946,13.45,89,55,0.94,RS,1691691212
530,afif,23.9065,42.9172,33.43,10,38,3.39,SA,1691691212
531,uthal,25.8072,66.6219,27.93,79,89,4.99,PK,1691691212
532,yekaterinovka,52.0508,44.3451,21.8,59,99,1.16,RU,1691691212
533,kodinsk,58.6881,99.1844,13.75,90,21,1.14,RU,1691691213
534,luganville,-15.5333,167.1667,20.22,69,99,5.48,VU,1691691213
535,igarka,67.4667,86.5833,12.57,92,100,5.64,RU,1691691022
536,bismarck,46.8083,-100.7837,21.91,77,20,2.06,US,1691691213
537,vila velha,-20.3297,-40.2925,24.97,79,75,6.17,BR,1691691213
538,papao,-17.75,-149.55,24.82,68,25,8.53,PF,1691691213
539,jagna,9.6531,124.3697,26.52,88,100,5.46,PH,1691691213
540,vilyuysk,63.7553,121.6247,14.26,70,1,3.04,RU,1691691213
541,baryshevo,54.9564,83.1822,14.92,78,94,3.63,RU,1691691213
542,marsa alam,25.0757,34.8918,31.94,50,0,3.81,EG,1691691214
543,skeldon,5.8833,-57.1333,31.29,55,26,3.48,GY,1691691214
544,tupiza,-21.45,-65.7167,22.8,4,0,5.73,BO,1691691214
545,taulaga,-11.0553,-171.0883,28.12,70,99,6.46,AS,1691691214
546,laguna,38.421,-121.4238,29.88,59,0,2.57,US,1691691214
547,crane,31.3974,-102.3501,39.04,16,0,2.88,US,1691691214
548,barra de santo antonio,-9.4047,-35.5072,26.6,69,3,3.96,BR,1691690982
549,judenburg,47.1667,14.6667,19.4,45,20,3.09,AT,1691691214
550,riachao das neves,-11.7461,-44.91,33.5,21,61,2.64,BR,1691691214
551,ust'-uda,54.1742,103.0304,14.38,93,69,1.62,RU,1691691214
552,yelizovo,53.1873,158.3805,8.08,100,40,4.02,RU,1691691215
553,namdrik,5.5994,168.1028,28.34,72,58,3.51,MH,1691691215
554,alpena,45.0617,-83.4327,24.18,51,75,3.6,US,1691690921
555,aswan,24.0934,32.907,37.75,13,0,6.06,EG,1691691215
556,chonchi,-42.6128,-73.8092,10.07,91,100,3.83,CL,1691691215
557,lazaro cardenas,17.9583,-102.2,31.45,63,98,0.97,MX,1691691215
558,pandan,14.0453,124.1694,26.98,85,92,2.81,PH,1691690985
559,whiteville,34.3388,-78.7031,31.72,74,100,4.12,US,1691691215
560,namtsy,62.7161,129.6658,11.67,73,0,1.91,RU,1691691215
561,lethem,3.3803,-59.7968,33.09,50,23,3.97,GY,1691691215
562,urangan,-25.3,152.9,16.44,72,0,2.21,AU,1691690971
563,den burg,53.0542,4.7972,21.65,68,100,2.57,NL,1691691216
564,severnoye,56.3491,78.3619,11.37,86,90,2.73,RU,1691691216
565,fauske,67.2588,15.3918,21.02,66,99,3.08,NO,1691691216
566,suances,43.4334,-4.0434,25.12,67,0,2.06,ES,1691691216
567,ostroh,50.3294,26.5143,17.63,63,95,1.83,UA,1691691216
568,montepuez,-13.1256,38.9997,21.27,47,74,3.2,MZ,1691691216
569,north platte,41.1239,-100.7654,31.18,49,0,6.26,US,1691691216
570,lodja,-3.4833,23.4333,27.98,45,100,1.19,CD,1691691216
571,kamina,-8.7386,24.9906,21.42,30,47,2.25,CD,1691691216
572,taza,34.25,-3.75,37.0,20,5,6.86,MA,1691691216
573,yemetsk,63.4721,41.7941,20.12,77,10,1.28,RU,1691691217
574,bathsheba,13.2167,-59.5167,30.11,70,13,6.69,BB,1691690968
575,christchurch,-43.5333,172.6333,1.64,85,95,0.51,NZ,1691690574
576,'ain el hadjar,34.7585,0.1453,33.63,20,0,6.76,DZ,1691691217
577,shingu,33.7333,135.9833,25.48,93,17,3.32,JP,1691691217
578,kalmunai,7.4167,81.8167,27.96,75,100,1.37,LK,1691691217
579,rio grande,-32.035,-52.0986,24.06,88,96,4.17,BR,1691691049
580,putnok,48.3,20.4333,17.21,78,57,1.74,HU,1691691217
581,sinabang,2.4803,96.3801,26.46,81,99,1.12,ID,1691691217
582,menongue,-14.6585,17.691,19.05,26,6,2.32,AO,1691691217
583,ciudad general teran,25.2667,-99.6833,38.96,29,15,4.49,MX,1691691217
584,plettenberg bay,-34.0527,23.3716,22.77,32,0,3.7,ZA,1691691217
585,warmbad,-28.45,18.7333,20.64,19,12,6.66,NA,1691691217
586,choibalsan,48.0667,114.5,20.34,63,97,2.23,MN,1691691218
587,sambava,-14.2667,50.1667,21.68,86,44,4.92,MG,1691691046
588,andergrove,-21.0833,149.1833,17.97,76,7,2.32,AU,1691691218
589,noumea,-22.2763,166.4572,13.99,60,5,4.5,NC,1691691018
590,aktobe,50.2797,57.2072,24.05,35,0,2.0,KZ,1691691218
591,lahat,-3.8,103.5333,22.74,83,60,0.64,ID,1691691218
592,el calafate,-50.3408,-72.2768,3.7,98,100,1.62,AR,1691691194
593,dakhla,23.6848,-15.958,24.01,78,13,11.32,EH,1691691218
594,sinop,41.7711,34.8709,19.19,95,50,0.17,TR,1691691218
595,newman,37.3138,-121.0208,29.57,21,0,0.12,US,1691691060
596,meximieux,45.9084,5.1953,29.94,57,68,2.73,FR,1691691218
597,polatli,39.5772,32.1413,29.32,36,11,2.34,TR,1691691218
598,milford,41.2223,-73.0565,26.12,78,100,3.09,US,1691691218
599,vernon,50.2581,-119.2691,22.01,51,66,1.34,CA,1691691219
600,chardara,41.2547,67.9692,28.45,26,0,4.6,KZ,1691691219
601,moree,-29.4667,149.85,9.28,61,21,0.54,AU,1691691219
602,charters towers,-20.1,146.2667,13.75,92,19,3.55,AU,1691691219
603,mouila,-1.8685,11.0559,27.93,61,80,1.6,GA,1691691219
604,mahina,-17.5065,-149.489,24.87,69,20,1.54,PF,1691690986
